file,latin,name,grade,flags,source_count,source_domains,source_tiers,urls
adiantum_formosum.json,Adiantum formosum,Pacific maidenhair fern,A,,2,rhs.org.uk;gardeningknowhow.com,A_preferred;C_blog_commercial,https://www.rhs.org.uk/advice/profile?pid=939;https://www.gardeningknowhow.com/plant-problems/pests/insects-diseases/adiantum-maidenhair-fern-care.htm
adiantum_peruvianum.json,Adiantum peruvianum,Peruvian maidenhair fern,A,,5,rhs.org.uk;nparks.gov.sg;journals.flvc.org;homegarden-cahnr.media.uconn.edu;cats.org.uk,A_preferred;B_credible;B_credible;C_blog_commercial;B_credible,https://www.rhs.org.uk/plants/42309/adiantum-peruvianum/details;https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1538;https://journals.flvc.org/edis/article/download/136836/version/73424/141535/264586;https://homegarden-cahnr.media.uconn.edu/wp-content/uploads/sites/3479/2022/08/Ferns.pdf;https://www.cats.org.uk/media/gb1jkhcr/cats_protection-safe-plants-guide.pdf
adiantum_raddianum.json,Adiantum raddianum,Delta maidenhair fern,A,,4,rhs.org.uk;gardenersworld.com;gardenersworld.com;thespruce.com,A_preferred;C_blog_commercial;C_blog_commercial;C_blog_commercial,https://www.rhs.org.uk/plants/20650/adiantum-raddianum/details;https://www.gardenersworld.com/house-plants/how-to-grow-maidenhair-fern-adiantum-raddianum/;https://www.gardenersworld.com/plants/adiantum-raddianum-kensington-gem/;https://www.thespruce.com/grow-adiantum-ferns-1902722
aechmea_chantinii.json,Aechmea chantinii,Blushing Bromeliad,A,,2,rhs.org.uk;gardenia.net,A_preferred;C_blog_commercial,https://www.rhs.org.uk/plants/aechmea-chantinii;https://www.gardenia.net/plant/aechmea-chantinii
aechmea_fasciata.json,Aechmea fasciata,Silver vase plant,A,,5,plants.ces.ncsu.edu;hgic.clemson.edu;libguides.nybg.org;rhs.org.uk;thespruce.com,A_preferred;A_preferred;B_credible;A_preferred;C_blog_commercial,https://plants.ces.ncsu.edu/plants/aechmea-fasciata/;https://hgic.clemson.edu/factsheet/bromeliads/;https://libguides.nybg.org/growingbromeliads;https://www.rhs.org.uk/plants/59419/aechmea-fasciata/details;https://www.thespruce.com/urn-plant-care-guide-8631135
aeonium_arboreum.json,Aeonium arboreum,Tree aeonium,A,,6,rhs.org.uk;rhsplants.co.uk;gardenersworld.com;gardenersworld.com;powo.science.kew.org;thespruce.com,A_preferred;C_blog_commercial;C_blog_commercial;C_blog_commercial;A_preferred;C_blog_commercial,https://www.rhs.org.uk/plants/498/aeonium-arboreum/details;https://www.rhsplants.co.uk/plants/_/aeonium-arboreum/classid.2000050542/sku.hp30001540/;https://www.gardenersworld.com/house-plants/how-to-grow-aeoniums/;https://www.gardenersworld.com/plants/aeonium-arboreum/;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:272194-1;https://www.thespruce.com/growing-aeonium-plants-1402873
agave_americana.json,Agave americana,Century plant,A,,4,missouribotanicalgarden.org;rhs.org.uk;wildflower.org;cats.org.uk,A_preferred;A_preferred;B_credible;B_credible,https://www.missouribotanicalgarden.org/plantfinder/PlantFinderDetails.aspx?taxonid=275719;https://www.rhs.org.uk/plants/95075/agave-americana/details;https://www.wildflower.org/plants/result.php?id_plant=agam;https://www.cats.org.uk/media/gb1jkhcr/cats_protection-safe-plants-guide.pdf
agave_parryi.json,Agave parryi,Parry's agave,A,,4,rhs.org.uk;landscapeplants.oregonstate.edu;waltersgardens.com;ivis.org,A_preferred;A_preferred;C_blog_commercial;B_credible,https://www.rhs.org.uk/plants/55613/agave-parryi/details;https://landscapeplants.oregonstate.edu/plants/agave-parryi;https://www.waltersgardens.com/variety.php?ID=AGATR;https://www.ivis.org/library/guide-to-poisonous-house-and-garden-plants/agave-species-century-plant
agave_victoriae-reginae.json,Agave victoriae-reginae,Queen Victoria agave,A,,4,rhs.org.uk;gardeningknowhow.com;llifle.com;gardenersworld.com,A_preferred;C_blog_commercial;C_blog_commercial;C_blog_commercial,https://www.rhs.org.uk/plants/698/agave-victoriae-reginae/details;https://www.gardeningknowhow.com/guest-bloggers/agave-victoriae-reginae-care-info;https://www.llifle.com/Encyclopedia/SUCCULENTS/Family/Agavaceae/415/Agave_victoriae-reginae;https://www.gardenersworld.com/plants/agave-victoriae-reginae/
ageratum_houstonianum.json,Ageratum houstonianum,Flossflower,A,,2,powo.science.kew.org;ipni.org,A_preferred;B_credible,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:175500-1;https://www.ipni.org/n/175500-1
aglaonema_commutatum.json,Aglaonema commutatum,Chinese evergreen,A,,4,hgic.clemson.edu;plants.ces.ncsu.edu;gardendesign.com;thespruce.com,A_preferred;A_preferred;C_blog_commercial;C_blog_commercial,https://hgic.clemson.edu/factsheet/chinese-evergreen-aglaonema-care-cultivation-growing-guide/;https://plants.ces.ncsu.edu/plants/aglaonema/;https://www.gardendesign.com/houseplants/chinese-evergreen.html;https://www.thespruce.com/grow-aglaonema-houseplants-1902734
aglaonema_modestum.json,Aglaonema modestum,Chinese evergreen,A,,4,hgic.clemson.edu;plants.ces.ncsu.edu;aspca.org;thespruce.com,A_preferred;A_preferred;A_preferred;C_blog_commercial,https://hgic.clemson.edu/factsheet/chinese-evergreen-aglaonema-care-cultivation-growing-guide/;https://plants.ces.ncsu.edu/plants/aglaonema/;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chinese-evergreen;https://www.thespruce.com/grow-aglaonema-houseplants-1902734
aglaonema_rotundum.json,Aglaonema rotundum,Chinese evergreen,A,,2,powo.science.kew.org;ipni.org,A_preferred;B_credible,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84103-1;https://www.ipni.org/n/84103-1
albuca_spiralis.json,Albuca spiralis,Frizzle Sizzle (Corkscrew Albuca),A,,5,rhs.org.uk;thejunglecollective.com.au;soltech.com;ukhouseplants.com;thespruce.com,A_preferred;C_blog_commercial;C_blog_commercial;C_blog_commercial;C_blog_commercial,https://www.rhs.org.uk/plants/73923/albuca-spiralis/details;https://www.thejunglecollective.com.au/albuca-spiralis-plant-care-tips/;https://soltech.com/products/corkscrew-albuca-care;https://www.ukhouseplants.com/plants/albuca-spiralis;https://www.thespruce.com/albuca-spiralis-care-guide-7975854
allium_schoenoprasum.json,Allium schoenoprasum,Chives,A,,6,rhs.org.uk;rhs.org.uk;missouribotanicalgarden.org;extension.umn.edu;extension.illinois.edu;aspca.org,A_preferred;A_preferred;A_preferred;A_preferred;A_preferred;A_preferred,https://www.rhs.org.uk/herbs/chives/grow-your-own;https://www.rhs.org.uk/plants/859/allium-schoenoprasum/details;https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=j270;https://extension.umn.edu/vegetables/growing-chives;https://extension.illinois.edu/herbs/chives;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chives
allium_tuberosum.json,Allium tuberosum,Garlic Chives,A,,3,rhs.org.uk;missouribotanicalgarden.org;extension.umn.edu,A_preferred;A_preferred;A_preferred,https://www.rhs.org.uk/plants/1703/allium-tuberosum/details;https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c240;https://extension.umn.edu/vegetables/growing-chives
alocasia_azlanii.json,Alocasia azlanii,Jewel alocasia,A,,5,rhs.org.uk;rhs.org.uk;plants.ces.ncsu.edu;powo.science.kew.org;thespruce.com,A_preferred;A_preferred;A_preferred;A_preferred;C_blog_commercial,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.rhs.org.uk/plants/alocasia;https://plants.ces.ncsu.edu/plants/alocasia/;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77158842-1;https://www.thespruce.com/alocasia-azlanii-care-guide-8557457
alocasia_baginda.json,Alocasia baginda,Dragon Scale Alocasia,A,,5,rhs.org.uk;ukhouseplants.com;plnts.com;provenwinners.com;powo.science.kew.org,A_preferred;C_blog_commercial;C_blog_commercial;C_blog_commercial;A_preferred,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.ukhouseplants.com/plants/alocasia-baginda;https://plnts.com/en/care/houseplants-family/alocasia;https://www.provenwinners.com/learn/houseplants/alocasia;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456116-2
alocasia_brancifolia.json,Alocasia brancifolia,Brancifolia alocasia,A,,5,rhs.org.uk;rhs.org.uk;missouribotanicalgarden.org;aspca.org;powo.science.kew.org,A_preferred;A_preferred;A_preferred;A_preferred;A_preferred,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.rhs.org.uk/plants/alocasia;https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?basic=Alocasia&isprofile=1&taxonid=264582;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:962406-1
alocasia_cuprea.json,Alocasia cuprea,Copper-leaf alocasia,A,,5,rhs.org.uk;rhs.org.uk;plants.ces.ncsu.edu;poison.org;thespruce.com,A_preferred;A_preferred;A_preferred;B_credible;C_blog_commercial,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.rhs.org.uk/plants/alocasia;https://plants.ces.ncsu.edu/plants/alocasia/;https://www.poison.org/articles/are-plants-in-the-alocasia-genus-poisonous-221;https://www.thespruce.com/grow-alocasia-indoors-1902735
alocasia_heterophylla.json,Alocasia heterophylla,Heterophylla alocasia,A,,4,rhs.org.uk;rhs.org.uk;missouribotanicalgarden.org;poison.org,A_preferred;A_preferred;A_preferred;B_credible,https://www.rhs.org.uk/plants/alocasia;https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?basic=Alocasia&isprofile=1&taxonid=264582;https://www.poison.org/articles/are-plants-in-the-alocasia-genus-poisonous-221
alocasia_infernalis.json,Alocasia infernalis,Black alocasia,A,,4,rhs.org.uk;rhs.org.uk;aspca.org;southernliving.com,A_preferred;A_preferred;A_preferred;C_blog_commercial,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.rhs.org.uk/plants/alocasia;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://www.southernliving.com/alocasia-care-7151548
alocasia_lauterbachiana.json,Alocasia lauterbachiana,Purple Sword Alocasia,A,,3,rhs.org.uk;edis.ifas.ufl.edu;gardenersworld.com,A_preferred;A_preferred;C_blog_commercial,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://edis.ifas.ufl.edu/publication/EP489;https://www.gardenersworld.com/plants/alocasia-lauterbachiana/
alocasia_longiloba.json,Alocasia longiloba,Longiloba alocasia,A,,5,powo.science.kew.org;rhs.org.uk;rhs.org.uk;aspca.org;provenwinners.com,A_preferred;A_preferred;A_preferred;A_preferred;C_blog_commercial,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84195-1;https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.rhs.org.uk/plants/alocasia;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://www.provenwinners.com/learn/houseplants/alocasia
alocasia_macrorrhizos.json,Alocasia macrorrhizos,Giant taro,A,,5,rhs.org.uk;gardeners.com;ukhouseplants.com;aspca.org;missouribotanicalgarden.org,A_preferred;C_blog_commercial;C_blog_commercial;A_preferred;A_preferred,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.gardeners.com/blogs/gardening-tips/alocasia-care-9750;https://www.ukhouseplants.com/plants/elephant-s-ear-a-macrorrhizos;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?gen=Alocasia
alocasia_melo.json,Alocasia melo,Melo alocasia,A,,6,rhs.org.uk;rhs.org.uk;thespruce.com;aspca.org;aroidsociety.org;powo.science.kew.org,A_preferred;A_preferred;C_blog_commercial;A_preferred;B_credible;A_preferred,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.rhs.org.uk/plants/alocasia;https://www.thespruce.com/alocasia-melo-care-guide-8623290;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://www.aroidsociety.org/genera/speciespage.php?genus=alocasia&species=melo;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:995487-1
alocasia_micholitziana.json,Alocasia micholitziana,Green Velvet Alocasia,A,,5,powo.science.kew.org;rhs.org.uk;rhs.org.uk;aspca.org;southernliving.com,A_preferred;A_preferred;A_preferred;A_preferred;C_blog_commercial,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84208-1;https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.rhs.org.uk/plants/alocasia;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://www.southernliving.com/alocasia-care-7151548
alocasia_nebula.json,Alocasia nebula,Nebula alocasia,A,,5,powo.science.kew.org;rhs.org.uk;rhs.org.uk;missouribotanicalgarden.org;aspca.org,A_preferred;A_preferred;A_preferred;A_preferred;A_preferred,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1013538-1;https://www.rhs.org.uk/plants/alocasia;https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?basic=Alocasia+%C3%97+amazonica&isprofile=1&taxonid=259315;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia
alocasia_nycteris.json,Alocasia nycteris,Batwing Alocasia,A,,4,rhs.org.uk;rhs.org.uk;aspca.org;southernliving.com,A_preferred;A_preferred;A_preferred;C_blog_commercial,https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.rhs.org.uk/plants/alocasia;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://www.southernliving.com/alocasia-care-7151548
alocasia_portei.json,Alocasia portei,Porter's alocasia,A,,6,rhs.org.uk;rhs.org.uk;patchplants.com;thespruce.com;poison.org;homesandgardens.com,A_preferred;A_preferred;C_blog_commercial;C_blog_commercial;B_credible;C_blog_commercial,https://www.rhs.org.uk/plants/alocasia;https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.patchplants.com/pages/plant-care/complete-guide-to-alocasia-care/;https://www.thespruce.com/grow-alocasia-indoors-1902735;https://www.poison.org/articles/are-plants-in-the-alocasia-genus-poisonous-221;https://www.homesandgardens.com/gardens/how-to-repot-an-alocasia
alocasia_princeps.json,Alocasia princeps,Purple Cloak Alocasia,A,,4,greg.app;patchplants.com;welovetropicalplants.com;rhs.org.uk,C_blog_commercial;C_blog_commercial;C_blog_commercial;A_preferred,https://greg.app/plant-care/alocasia-purple-cloak;https://www.patchplants.com/pages/plant-care/complete-guide-to-alocasia-care/;https://welovetropicalplants.com/products/alocasia-princeps;https://www.rhs.org.uk/plants/alocasia/growing-guide
alocasia_reginae.json,Alocasia reginae,Silver velvet alocasia,A,,5,powo.science.kew.org;rhs.org.uk;aspca.org;plants.ces.ncsu.edu;gardendesign.com,A_preferred;A_preferred;A_preferred;A_preferred;C_blog_commercial,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84234-1;https://www.rhs.org.uk/plants/alocasia;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://plants.ces.ncsu.edu/plants/alocasia/;https://www.gardendesign.com/houseplants/alocasia.html
alocasia_reginula.json,Alocasia reginula,Black Velvet Alocasia,A,,5,thespruce.com;livetrends.com;aspca.org;epicgardening.com;gardenia.net,C_blog_commercial;C_blog_commercial;A_preferred;C_blog_commercial;C_blog_commercial,https://www.thespruce.com/how-to-grow-and-care-for-alocasia-black-velvet-5235406;https://livetrends.com/plant-care/black-velvet/;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://www.epicgardening.com/repot-alocasia-plants/;https://www.gardenia.net/plant/alocasia-black-velvet-elephant-ear
alocasia_reversa.json,Alocasia reversa,Reversa alocasia,A,,4,rhs.org.uk;rhs.org.uk;aspca.org;powo.science.kew.org,A_preferred;A_preferred;A_preferred;A_preferred,https://www.rhs.org.uk/plants/alocasia;https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84235-1
alocasia_sanderiana.json,Alocasia sanderiana,Kris plant,B,,5,thespruce.com;provenwinners.com;bloomscape.com;poison.org;patchplants.com,C_blog_commercial;C_blog_commercial;C_blog_commercial;B_credible;C_blog_commercial,https://www.thespruce.com/grow-alocasia-indoors-1902735;https://www.provenwinners.com/learn/houseplants/alocasia;https://bloomscape.com/plant-care-guide/alocasia/;https://www.poison.org/articles/are-plants-in-the-alocasia-genus-poisonous-221;https://www.patchplants.com/pages/plant-care/complete-guide-to-alocasia-care/
alocasia_sarawakensis.json,Alocasia sarawakensis,Yucatan princess (elephant ear),A,,4,rhs.org.uk;plants.ces.ncsu.edu;powo.science.kew.org;pmc.ncbi.nlm.nih.gov,A_preferred;A_preferred;A_preferred;B_credible,https://www.rhs.org.uk/plants/316781/alocasia-sarawakensis-yucatan-princess/details;https://plants.ces.ncsu.edu/plants/alocasia-sarawakensis-yucatan-princess/;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84243-1;https://pmc.ncbi.nlm.nih.gov/articles/PMC11222628/
alocasia_scalprum.json,Alocasia scalprum,Samar lance alocasia,A,,5,rhs.org.uk;rhs.org.uk;gardendesign.com;thespruce.com;poison.org,A_preferred;A_preferred;C_blog_commercial;C_blog_commercial;B_credible,https://www.rhs.org.uk/plants/alocasia;https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.gardendesign.com/houseplants/alocasia.html;https://www.thespruce.com/grow-alocasia-indoors-1902735;https://www.poison.org/articles/are-plants-in-the-alocasia-genus-poisonous-221
alocasia_sinuata.json,Alocasia sinuata,Elephant Ear,A,,2,rhs.org.uk;gardenia.net,A_preferred;C_blog_commercial,https://www.rhs.org.uk/plants/alocasia-sinuata;https://www.gardenia.net/plant/alocasia-sinuata
alocasia_wentii.json,Alocasia wentii,New Guinea shield,A,,6,rhs.org.uk;aspca.org;hort.extension.wisc.edu;plants.ces.ncsu.edu;thespruce.com;bhg.com,A_preferred;A_preferred;A_preferred;A_preferred;C_blog_commercial;C_blog_commercial,https://www.rhs.org.uk/plants/73296/alocasia-wentii/details;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/alocasia;https://hort.extension.wisc.edu/articles/elephant-ears-colocasia-alocasia-and-xanthosoma/;https://plants.ces.ncsu.edu/plants/alocasia/;https://www.thespruce.com/alocasia-wentii-care-guide-8609141;https://www.bhg.com/grow-elephant-ear-plant-indoors-6979648
alocasia_zebrina.json,Alocasia zebrina,Zebra plant,A,,5,rhs.org.uk;rhs.org.uk;gardendesign.com;thespruce.com;powo.science.kew.org,A_preferred;A_preferred;C_blog_commercial;C_blog_commercial;A_preferred,https://www.rhs.org.uk/plants/136827/alocasia-zebrina/details;https://www.rhs.org.uk/plants/alocasia/growing-guide;https://www.gardendesign.com/houseplants/alocasia.html;https://www.thespruce.com/alocasia-zebrina-growing-guide-5323306;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77177187-1
aloe_arborescens.json,Aloe arborescens,Candelabra aloe,A,,5,rhs.org.uk;rhs.org.uk;pza.sanbi.org;plants.ces.ncsu.edu;aspca.org,A_preferred;A_preferred;B_credible;A_preferred;A_preferred,https://www.rhs.org.uk/plants/923/aloe-arborescens/details;https://www.rhs.org.uk/plants/131675/aloe-arborescens-variegata-%28v%29/details;https://pza.sanbi.org/aloe-arborescens;https://plants.ces.ncsu.edu/plants/aloe-vera/;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/aloe
aloe_aristata.json,Aloe aristata,Lace aloe,A,,4,rhs.org.uk;thespruce.com;gardenersworld.com;aspca.org,A_preferred;C_blog_commercial;C_blog_commercial;A_preferred,https://www.rhs.org.uk/plants/389089/aristaloe-aristata/details;https://www.thespruce.com/lace-aloe-7377345;https://www.gardenersworld.com/plants/aloe-aristata/;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/aloe
aloe_marlothii.json,Aloe marlothii,Marloth's aloe,A,,4,rhs.org.uk;rhs.org.uk;plantzafrica.com;aspca.org,A_preferred;A_preferred;C_blog_commercial;A_preferred,https://www.rhs.org.uk/plants/957/aloe-marlothii/details;https://www.rhs.org.uk/plants/aloe;https://www.plantzafrica.com/plantab/aloemarloth.html;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/aloe
aloe_polyphylla.json,Aloe polyphylla,Spiral aloe,A,,4,rhs.org.uk;rhs.org.uk;pza.sanbi.org;aspca.org,A_preferred;A_preferred;B_credible;A_preferred,https://www.rhs.org.uk/plants/135837/aloe-polyphylla/details;https://www.rhs.org.uk/plants/aloe;https://pza.sanbi.org/aloe-polyphylla;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/aloe
aloe_variegata.json,Aloe variegata,Tiger aloe,A,,3,rhs.org.uk;powo.science.kew.org;aspca.org,A_preferred;A_preferred;A_preferred,https://www.rhs.org.uk/plants/505645/gonialoe-variegata-%28v%29/details;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:530009-1;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/aloe
aloe_vera.json,Aloe vera,Aloe vera,A,,6,missouribotanicalgarden.org;rhs.org.uk;rhs.org.uk;extension.sdstate.edu;aspca.org;bhg.com,A_preferred;A_preferred;A_preferred;A_preferred;A_preferred;C_blog_commercial,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b628;https://www.rhs.org.uk/shows-events/rhs-urban-show/houseplant-profiles/houseplants-for-sunlight;https://www.rhs.org.uk/getmedia/d02059a1-4e2c-45c3-956b-da5cc90db7f1/Indoor-plants-resources.pdf;https://extension.sdstate.edu/aloe-vera-houseplant-how;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/aloe;https://www.bhg.com/how-to-repot-aloe-vera-11885774
aloysia_citrodora.json,Aloysia citrodora,Lemon verbena,A,,5,plants.ces.ncsu.edu;ucanr.edu;aspca.org;portlandnursery.com;thespruce.com,A_preferred;A_preferred;A_preferred;C_blog_commercial;C_blog_commercial,https://plants.ces.ncsu.edu/plants/aloysia-citriodora/;https://ucanr.edu/site/uc-marin-master-gardeners/documents/lemon-verbena;https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/lemon-verbena;https://www.portlandnursery.com/herbs/verbena;https://www.thespruce.com/how-to-grow-and-care-for-lemon-verbena-4690675
